ID,DemAffl,DemAge,DemGender,PromClass,PromSpend,PromTime,TargetBuy
31808073,,58,F,Gold,6000.0,12,0
31809150,16,43,F,Tin,0.01,4,1
31811660,9,78,M,Gold,6000.0,8,0
31816556,8,61,M,Silver,250.0,11,1
31817722,9,61,F,Silver,3000.0,4,0
31818150,9,64,M,Silver,3000.0,8,0
31818958,8,52,M,Silver,5000.0,1,1
31819954,4,57,F,Silver,100.0,0,0
31821932,9,44,M,Gold,6000.0,1,0
31823420,6,54,U,Silver,600.0,8,0
31827469,9,54,F,Gold,10000.0,1,1
31827779,17,,F,Gold,12053.34,6,0
31829844,11,36,F,Silver,4000.0,3,1
31830354,8,30,F,Silver,1000.0,4,0
31831865,4,64,M,Gold,6000.0,1,0
31832195,5,43,M,Tin,0.01,5,0
31832594,5,71,F,Gold,12212.96,7,0
31834074,14,50,,Tin,0.01,8,0
31834481,9,29,F,Tin,0.01,4,1
31836298,8,51,M,Tin,0.01,8,0
31836646,4,72,F,Tin,0.01,8,0
31836751,9,62,F,Tin,0.01,5,0
31837154,10,36,F,Tin,0.01,4,1
31837847,9,28,F,Tin,0.01,5,0
31840619,9,35,,Tin,0.01,5,1
31844428,5,45,F,Tin,0.01,8,0
31844819,4,,,Tin,0.01,5,0
31845564,8,47,F,Tin,0.01,9,0
31849179,15,71,F,Tin,0.01,8,1
31850428,4,61,F,Silver,2500.0,9,0
31854210,11,42,F,Tin,0.01,5,0
31854830,9,66,M,Gold,6000.0,3,1
31857872,9,,F,Silver,2500.0,1,0
31859794,6,49,,Tin,0.01,10,0
31860121,8,54,U,Gold,6053.35,,0
31861055,10,,U,Silver,2500.0,19,0
31862361,9,33,F,Tin,0.01,4,0
31862914,4,77,M,Gold,18053.35,9,0
31864070,8,46,F,Gold,12500.0,4,0
31867460,12,48,M,Tin,0.01,9,0
31867665,10,36,F,Tin,0.01,5,1
31869030,7,77,F,Gold,6000.0,4,0
31870488,7,50,F,Gold,12105.32,7,0
31872464,13,41,F,Tin,0.01,7,1
31872839,15,44,F,Tin,0.01,5,1
31873118,7,51,F,Silver,2000.0,8,0
31874408,12,51,F,Gold,6000.0,9,0
31876060,14,64,M,Platinum,35000.0,11,0
31876397,6,73,,Silver,1000.0,9,0
31877970,4,65,M,Silver,5000.0,2,0
31878101,7,74,,Silver,2000.0,2,0
31881986,10,56,,Gold,13949.17,5,0
31882028,9,46,M,Gold,5492.43,12,0
31882630,12,37,F,Silver,2714.07,4,1
31883687,19,32,F,Tin,0.01,4,1
31884900,4,51,M,Tin,0.01,9,0
31888298,13,49,F,Platinum,25000.0,4,0
31890217,8,75,F,Platinum,29479.27,3,0
31892031,17,52,M,Silver,3000.0,9,1
31892589,12,30,F,Silver,4500.0,3,1
31892902,11,53,M,Silver,1000.01,8,1
31893682,6,78,F,Gold,6340.0,38,0
31894107,8,42,F,Silver,0.02,10,0
31895014,6,,F,Silver,4052.66,8,0
31895367,10,71,F,Silver,3000.01,12,0
31896622,5,,M,Silver,1050.0,11,0
31897165,13,35,M,Gold,12053.34,6,1
31898170,16,52,F,Tin,0.01,5,1
31899885,7,66,M,Gold,12000.0,4,0
31900743,10,73,F,Tin,0.01,5,0
31901308,5,51,U,Tin,0.01,4,0
31902045,4,41,M,Tin,0.01,7,0
31902487,8,48,F,Gold,6000.0,1,0
31904846,9,47,F,Tin,0.01,5,0
31905320,9,44,F,Gold,6053.35,5,1
31905788,20,30,F,Silver,600.0,4,1
31906180,6,47,U,Silver,5000.0,6,0
31907489,10,63,F,Gold,6107.64,7,1
31907667,7,53,M,Tin,0.01,5,0
31907764,4,38,F,Tin,0.01,5,1
31908264,6,49,,Tin,0.01,9,0
31911150,6,,M,Platinum,20424.79,9,0
31912709,,57,,Tin,0.01,9,0
31912784,10,37,F,Silver,420.0,1,1
31913071,10,41,F,Tin,0.01,4,0
31914590,12,67,F,Platinum,20533.84,3,0
31915740,6,54,F,Gold,13000.0,11,0
31915821,12,50,F,Tin,0.01,5,0
31916453,13,,F,Tin,0.01,5,1
31916640,9,51,F,Gold,6000.0,2,0
31916771,4,43,F,Silver,4000.0,5,1
31917280,6,69,M,Silver,600.0,9,0
31917999,8,58,M,Gold,6053.35,6,0
31918642,12,,F,Silver,1000.0,4,1
31920817,15,27,F,Silver,1000.0,1,1
31921090,10,70,M,Silver,4000.0,11,0
31921449,8,63,M,Platinum,20781.19,3,0
31921600,13,45,F,Tin,0.01,6,0
31924251,9,60,F,Tin,0.01,4,0
31926092,5,75,F,Silver,1000.0,16,0
31926815,3,45,M,Silver,900.01,5,0
31928443,7,32,F,Tin,0.01,7,1
31931274,3,73,U,Gold,8400.0,8,0
31932777,8,47,F,Tin,0.01,8,0
31933560,17,49,F,Silver,100.0,2,1
31935091,5,64,M,Silver,1200.0,9,0
31935458,10,40,,Gold,6000.0,1,0
31938503,6,54,M,Tin,0.01,5,0
31940494,7,33,F,Silver,1000.0,11,1
31941300,5,65,,Platinum,20050.0,4,0
31946115,6,,F,Platinum,24000.0,4,0
31946123,22,35,F,Silver,935.0,1,1
31948134,7,60,M,Gold,6000.0,2,0
31949882,6,67,M,Gold,6000.0,2,0
31950201,,33,M,Tin,0.01,4,0
31951240,9,73,M,Platinum,20156.18,0,0
31951615,7,52,F,Tin,0.01,8,0
31954738,14,44,M,Silver,100.0,1,1
31955327,11,50,M,Tin,0.01,5,1
31957427,27,30,M,Tin,0.01,5,1
31958490,10,51,M,Silver,500.0,8,0
31959420,9,67,F,Silver,5000.0,4,0
31959810,5,,M,Silver,2200.0,1,0
31960142,10,51,F,Gold,6000.0,1,0
31960525,10,57,F,Tin,0.01,5,1
31961564,15,43,F,Tin,0.01,7,1
31961602,3,39,F,Gold,6000.0,7,0
31963346,10,63,M,Gold,11000.0,12,0
31963605,8,49,M,Silver,1500.0,1,0
31964156,11,45,F,Gold,15050.0,10,1
31967473,14,51,F,Tin,0.01,8,1
31968160,6,62,F,Tin,0.01,8,0
31969190,21,,,Tin,0.01,9,1
31969581,11,27,M,Tin,0.01,5,1
31969999,5,73,,Silver,600.0,4,0
31973503,,78,F,Gold,12000.0,2,0
31977630,7,48,M,Silver,2000.0,10,0
31978262,12,46,M,Tin,0.01,,0
31978920,10,54,U,Gold,6000.0,3,0
31979943,8,59,M,Silver,1636.09,11,0
31980739,,61,F,Gold,6000.0,11,1
31982863,13,54,M,Silver,1500.0,2,0
31984661,17,51,F,Platinum,20572.29,3,1
31984823,6,50,F,Silver,3500.0,6,0
31986770,3,35,,Silver,3000.0,1,0
31987741,,78,F,Gold,17941.99,8,1
31989981,5,68,M,Gold,6000.0,4,0
31990939,16,57,F,Silver,1000.0,5,1
31991390,2,73,,Silver,2000.0,0,0
31992397,14,46,F,Silver,0.02,8,1
31992931,9,36,U,Tin,0.01,10,0
31994349,12,57,M,Gold,6600.0,11,0
31994675,9,25,F,Silver,960.0,1,1
31996449,11,55,U,Silver,3000.0,12,0
31996953,8,67,M,Silver,5000.0,1,0
31997500,9,48,F,Gold,6000.0,5,0
31997771,11,47,F,Gold,6000.0,27,0
31998913,13,39,F,Tin,0.01,5,0
31999120,17,53,F,Gold,19958.73,3,1
31999510,9,73,F,Gold,15010.73,3,1
32000711,6,51,F,Silver,1290.0,1,0
32001459,9,48,U,Tin,0.01,7,1
32002331,7,46,F,Tin,0.01,5,0
32003664,10,77,F,Silver,1000.0,4,0
32005497,8,46,F,Tin,0.01,8,0
32007201,10,,F,Gold,5300.0,10,1
32007848,6,65,F,Platinum,23000.02,8,0
32007945,8,71,U,Silver,2400.0,5,0
32009646,9,33,F,Gold,9464.85,1,1
32011217,7,61,,Platinum,25000.0,1,0
32012477,8,69,F,Gold,12000.0,30,0
32013112,11,26,F,Silver,300.0,9,1
32016855,5,68,F,Tin,0.01,8,0
32020534,8,57,F,Gold,6000.0,3,0
32021395,5,59,U,Silver,5000.0,5,0
32021930,12,63,,Gold,6000.0,6,0
32022375,9,62,,Gold,6000.0,2,0
32477720,15,50,F,Silver,4500.0,11,0
32477909,7,55,F,Silver,3000.0,3,0
32480330,4,64,F,Gold,12000.0,2,0
32481116,13,37,F,Tin,0.01,,1
32481302,4,43,,Tin,0.01,5,0
32481680,5,32,F,Silver,250.0,4,1
32483275,16,65,M,Silver,3000.0,7,0
32483607,8,30,U,Silver,99.12,10,0
32484298,6,58,,Silver,480.0,5,0
32484832,11,68,,Platinum,24160.05,7,0
32489540,6,43,F,Tin,0.01,5,1
32489923,6,70,,Silver,480.0,5,1
32490611,7,34,U,Gold,5400.0,5,0
32491820,8,77,F,Gold,6000.0,28,0
32492045,15,,F,Silver,2500.0,3,1
32494943,7,66,U,Gold,6000.0,2,0
32499287,13,72,,Gold,10112.69,27,1
32499864,13,,M,Tin,0.01,4,1
32500269,7,43,F,Gold,6053.35,7,1
32500838,4,61,F,Tin,0.01,7,0
32507549,10,74,,Gold,6000.0,2,0
32508073,5,46,M,Gold,11303.5,3,0
32512461,9,,F,Silver,1700.0,9,0
32514375,8,73,F,Gold,19000.0,32,0
32517528,13,67,M,Tin,0.01,8,0
32518842,7,47,F,Tin,0.01,5,0
32520146,10,,F,Tin,0.01,8,1
32521819,13,60,F,Silver,300.0,9,1
32523048,7,33,F,Silver,1250.0,5,1
32527671,6,33,U,Tin,0.01,4,0
32529780,12,58,U,Silver,3000.0,8,0
32532586,12,59,,Silver,3000.0,5,0
32536484,10,71,M,Silver,3000.0,5,1
32537030,8,39,,Tin,0.01,5,0
32543499,14,64,F,Tin,0.01,5,1
32544649,4,38,U,Silver,4626.61,11,0
32546129,7,,F,Gold,6000.0,3,0
32547303,8,40,F,Silver,3000.0,4,0
32547907,,37,M,Silver,1000.0,5,0
32548741,15,35,F,Silver,1500.0,9,1
32550150,,55,M,Silver,5000.0,4,1
32550541,10,58,M,Silver,2500.0,9,0
32552323,12,61,F,Tin,0.01,4,0
32552722,6,58,F,Gold,6000.0,2,0
32553249,11,60,F,Tin,0.01,8,0
32556280,8,49,,Tin,0.01,8,0
32557813,8,53,F,Gold,12000.0,8,0
32558100,8,45,U,Gold,19731.81,12,0
32558887,5,73,F,Gold,6000.0,6,0
32559468,8,54,F,Platinum,24649.14,3,0
32560237,7,75,F,Gold,7000.0,8,0
32565042,6,71,F,Silver,1000.0,1,0
32565522,8,72,F,Silver,2400.0,4,0
32568823,9,63,M,Gold,6000.0,2,0
32569099,5,32,,Silver,1200.0,1,0
32569471,12,63,F,Silver,3000.0,8,0
32570577,12,43,F,Tin,0.01,5,0
32572928,,42,M,Silver,600.0,4,0
32575498,7,35,F,Tin,0.01,7,0
32576915,6,65,M,Gold,5089.7,7,0
32577660,10,43,M,Gold,6000.0,3,1
32578748,16,39,F,Tin,0.01,5,1
32579949,5,31,M,Silver,2000.0,1,1
32580491,10,,M,Tin,0.01,10,0
32587135,9,53,F,Gold,6000.0,3,0
32590411,9,54,M,Silver,2884.28,11,0
32590837,17,37,F,Tin,0.01,5,1
32592201,8,40,F,Gold,9500.0,1,0
32592511,8,64,F,Silver,840.0,9,0
32592589,9,44,F,Tin,0.01,8,1
32604188,11,76,,Gold,9000.0,8,0
32604722,12,61,F,Tin,0.01,4,1
32605184,9,69,,Gold,6000.0,15,0
32606440,10,37,F,Tin,0.01,8,1
32610277,6,77,U,Gold,6000.0,,0
32612717,,,,Gold,13000.0,22,0
32613888,8,58,,Gold,8500.0,6,0
32617239,6,55,M,Gold,20000.0,4,0
32617433,5,50,F,Tin,0.01,8,0
32617611,9,31,F,Tin,0.01,8,0
32617697,7,65,U,Tin,0.01,8,0
32620302,6,73,F,Silver,1000.0,16,0
32621988,8,60,M,Gold,11000.0,2,0
32622267,10,52,F,Gold,6053.35,7,1
32624200,6,78,U,Silver,3000.0,2,0
32629172,,52,U,Tin,0.01,5,0
32632211,10,39,F,Gold,6000.0,5,1
32633528,,47,F,Tin,0.01,5,0
32636136,14,,F,Tin,0.01,5,1
32641105,,,F,Silver,3000.0,8,1
32642209,10,42,F,Tin,0.01,10,1
32644430,6,57,F,Silver,2000.0,2,0
32649890,11,40,F,Tin,0.01,5,1
32650295,13,36,F,Tin,0.01,4,0
32650880,4,,,Silver,1000.0,5,0
32652212,11,52,F,Gold,20000.0,6,1
32653359,8,39,F,Tin,0.01,8,0
32654240,11,52,F,Silver,600.0,8,0
32656854,10,72,M,Gold,6000.0,4,0
32657974,7,66,M,Gold,6000.0,,1
32659195,9,60,,Gold,15000.0,11,0
32661106,6,50,,Tin,0.01,9,0
32661416,5,74,F,Silver,2000.0,21,0
32662250,7,26,F,Tin,0.01,5,0
32662617,6,68,M,Tin,0.01,30,0
32663001,6,53,M,Silver,3000.0,9,0
32664261,10,53,F,Gold,6000.0,5,0
32666361,8,44,F,Tin,0.01,5,1
32667198,3,62,F,Tin,0.01,8,0
32668720,22,39,M,Tin,0.01,5,1
32670490,3,75,,Silver,3000.0,6,0
32671730,11,70,F,Gold,12000.0,13,1
32673694,7,43,F,Gold,9000.0,7,0
32674330,10,51,,Gold,6315.0,4,0
32682502,14,76,,Gold,6053.34,31,0
32685340,10,79,U,Gold,6000.0,2,0
32687199,5,,M,Silver,200.0,10,0
32688284,7,31,U,Silver,1000.0,9,0
32689280,6,60,,Silver,1000.0,4,0
32691218,9,47,F,Tin,0.01,8,0
32691994,9,62,M,Silver,1500.0,9,0
32694845,3,56,M,Gold,6000.0,5,0
32695485,13,74,F,Gold,9445.75,2,0
32697232,8,32,F,Silver,5000.0,2,0
32697534,10,,F,Tin,0.01,5,1
32699804,13,75,F,Silver,5000.0,9,1
32700543,7,,F,Gold,11500.0,2,1
32702325,10,56,M,Gold,5992.23,12,0
32704050,13,57,M,Tin,0.01,5,1
32705294,8,78,F,Platinum,23343.73,13,1
32705758,,,U,Silver,200.0,10,0
32706886,13,67,M,Silver,3000.0,8,0
32708005,8,53,U,Silver,2400.0,5,0
32714170,11,74,M,Gold,18000.0,4,0
32714587,8,76,,Platinum,62000.0,12,0
32715818,7,67,U,Silver,3000.0,6,0
32720013,12,,F,Tin,0.01,7,1
32721095,11,45,,Silver,195.01,8,0
32722776,12,,F,Gold,6000.0,2,0
32724361,9,,,Gold,6105.32,18,0
32725775,9,69,F,Gold,6000.0,1,0
32726330,16,77,F,Silver,5000.0,5,0
32729142,8,61,F,Silver,635.0,12,1
32730248,10,60,M,Gold,9500.01,8,0
32731236,11,47,M,Silver,2700.0,1,0
32731481,6,64,F,Gold,12000.0,8,0
32733662,10,60,M,Silver,3000.0,2,0
32734316,9,,F,Tin,0.01,5,0
32735240,5,,M,Gold,6000.0,3,0
32735550,10,32,F,Silver,3000.0,8,1
32737188,10,54,,Tin,0.01,8,0
32737579,8,65,,Gold,6107.64,6,0
32739385,5,,,Tin,0.01,7,0
32742157,15,45,F,Tin,0.01,4,1
32743056,6,46,F,Silver,2500.0,8,0
32743293,9,41,F,Tin,0.01,5,1
32744419,6,69,F,Gold,6053.35,5,0
32745695,5,48,F,Gold,10928.65,4,0
32745709,8,35,F,Tin,0.01,8,1
32747957,5,72,F,Gold,6000.0,3,0
32751067,16,25,F,Silver,35.0,2,1
32754856,14,50,F,Silver,360.01,13,1
32756280,3,59,F,Silver,1000.0,4,0
32758010,10,69,U,Silver,2000.0,16,0
32759416,12,45,M,Gold,10000.0,3,0
32759823,8,62,F,Tin,0.01,9,0
32761925,13,72,F,Silver,3000.0,2,1
32762182,12,44,M,Tin,0.01,4,1
32762735,11,,,Silver,500.0,2,0
32768296,,42,M,Silver,50.01,8,0
32768890,8,68,M,Gold,13000.0,4,1
32771467,9,23,F,Silver,2000.0,1,1
32773966,5,61,,Tin,0.01,9,0
32775136,12,28,F,Tin,0.01,4,1
32776361,18,44,F,Gold,6000.0,3,0
32779778,12,38,M,Tin,0.01,8,0
32780911,10,75,F,Gold,6000.0,2,0
32781233,,79,M,Silver,3549.96,4,0
32783171,5,64,F,Silver,3000.0,17,0
32789544,10,,F,Gold,9000.0,12,1
32792480,12,51,U,Tin,0.01,5,0
32792910,14,79,,Silver,2000.0,3,1
32794270,7,70,F,Gold,15000.0,4,1
32794424,7,79,F,Gold,8000.0,5,0
32795650,9,76,F,Gold,6053.0,5,1
32796249,1,,F,Silver,420.0,4,0
32797750,11,33,M,Silver,3000.0,1,1
32799361,,42,F,Silver,250.0,12,1
32800467,10,63,F,Tin,0.01,11,1
32807402,14,48,F,Tin,0.01,5,1
32807828,6,27,,Gold,6000.0,7,0
32809030,14,62,F,Silver,2000.0,5,1
32809928,9,40,F,Silver,600.0,8,1
32811272,2,75,M,Silver,3000.0,6,0
32812945,14,76,U,Platinum,35000.0,,0
32813763,6,43,F,Tin,0.01,5,0
32814220,8,55,F,Tin,0.01,1,0
32814840,6,,M,Silver,2000.0,9,0
32817823,7,63,F,Gold,6147.6,26,0
32818528,11,52,M,Platinum,22000.0,1,0
32822096,11,49,F,Tin,0.01,5,0
32824730,22,35,,Silver,600.0,2,1
32825095,15,61,M,Gold,10000.0,4,0
32826695,10,39,F,Silver,3750.0,4,0
32827098,9,54,F,Tin,0.01,4,1
32828361,14,21,F,Silver,3000.0,3,1
32829430,9,,F,Silver,4606.0,4,1
32830994,9,71,F,Gold,12050.29,11,0
32831478,7,24,M,Tin,0.01,4,1
32833276,4,54,F,Tin,0.01,8,0
32838367,10,58,,Gold,16000.0,4,0
32838685,6,65,M,Silver,5000.0,6,0
32839355,7,44,U,Silver,0.02,6,0
32840221,,29,,Tin,0.01,4,1
32840841,,48,F,Platinum,21803.35,24,0
32841880,7,62,M,Silver,1500.0,5,0
32845975,16,49,F,Gold,10000.0,1,1
32846971,10,70,F,Platinum,30212.49,21,0
32848141,5,,F,Tin,0.01,7,0
32849857,13,,M,Silver,0.02,5,0
32850138,4,58,F,Gold,7674.74,2,0
32850529,5,58,F,Tin,0.01,5,0
32852572,9,,M,Silver,1000.0,,1
32852971,8,55,F,Silver,1500.0,1,1
32854249,5,,M,Tin,0.01,9,0
32854796,10,51,U,Silver,420.0,,0
32856128,,60,F,Gold,6000.0,7,1
32857353,8,49,,Silver,5000.0,9,0
32861270,7,51,F,Silver,3000.0,8,0
32865208,7,73,M,Gold,5050.0,29,0
32866271,9,47,F,Tin,0.01,8,1
32869670,12,51,F,Gold,12000.0,2,0
32871631,9,68,F,Gold,5997.94,18,0
32874738,6,40,M,Gold,6000.0,1,0
32874916,12,54,F,Gold,6000.0,2,0
32877800,8,53,F,Silver,1000.0,9,0
32878474,13,,F,Gold,12000.0,8,0
32879160,3,68,F,Gold,6105.32,7,0
32879209,10,26,F,Silver,3250.0,2,1
32880142,10,58,,Silver,4800.0,1,0
32880614,7,70,F,Silver,420.0,9,0
32881181,15,44,M,Silver,1000.0,1,1
32881688,7,57,F,Gold,6000.0,5,0
32881874,9,71,F,Silver,3500.0,5,1
32882579,6,78,,Gold,6000.0,2,0
32883028,7,62,,Gold,9875.85,1,0
32888011,6,59,M,Silver,1000.0,5,0
32888348,9,,F,Gold,15000.0,3,0
32891446,8,59,M,Tin,0.01,7,0
32891802,10,52,F,Tin,0.01,5,0
32897576,11,32,,Tin,0.01,2,1
32898351,11,58,M,Tin,0.01,5,0
32899013,4,47,F,Silver,1000.0,5,0
32901018,7,63,F,Silver,1621.6,5,0
32901794,6,66,F,Gold,11000.0,29,0
32902685,9,46,M,Silver,3000.0,12,0
32903177,10,52,F,Platinum,33000.0,1,0
32904777,8,68,F,Gold,6000.0,9,0
32907598,8,51,M,Tin,0.01,5,0
32908233,5,56,M,Silver,1000.0,1,0
32908853,11,,F,Tin,0.01,7,0
32910939,5,30,U,Tin,0.01,5,0
32913385,7,31,M,Tin,0.01,8,0
32914098,10,71,F,Gold,11804.22,8,0
32915205,3,65,M,Gold,6600.0,8,0
32916481,14,69,F,Silver,1720.0,6,1
32918247,15,51,M,Tin,0.01,5,0
32919057,6,50,F,Silver,3500.0,4,0
32919944,10,76,F,Gold,10530.53,4,0
32920268,4,53,M,Tin,0.01,5,0
32921485,13,65,M,Silver,250.0,11,0
32922996,15,43,F,Tin,0.01,5,1
32926363,12,54,F,Silver,2000.0,6,1
32927459,5,75,F,Silver,2000.0,5,0
32927777,9,45,F,Silver,2500.0,6,0
32929370,10,66,M,Tin,0.01,8,0
32929923,11,61,F,Tin,0.01,5,0
32930344,4,54,F,Silver,4433.5,2,0
32932665,11,51,F,Tin,0.01,8,1
32932878,6,44,F,Silver,3000.0,3,1
32935290,6,51,U,Silver,1000.0,5,0
32938990,,35,F,Tin,0.01,5,1
32939295,10,34,F,Tin,0.01,4,1
32939880,9,53,,Silver,3000.0,7,0
32943136,,57,F,Silver,4023.01,5,0
32943187,7,38,F,Tin,0.01,4,0
32945040,10,48,,Gold,6000.0,1,0
32951104,8,45,F,Platinum,23461.9,11,0
32952950,8,54,F,Gold,6000.0,3,0
32956327,,74,F,Silver,1500.0,1,1
32956726,5,54,,Gold,6000.0,12,0
32959245,14,46,M,Silver,1039.6,12,1
32961134,8,70,F,Gold,6537.29,15,0
32961320,9,51,M,Gold,19553.82,8,0
32961495,14,63,M,Silver,3000.04,7,0
32962807,,73,F,Gold,6000.0,5,0
32963404,16,44,F,Silver,3000.0,3,1
32963978,8,57,F,Gold,6000.0,2,0
32964265,3,59,,Tin,0.01,8,0
32964834,6,38,F,Silver,50.01,8,0
32967124,5,43,,Silver,2944.38,9,0
32969291,8,,F,Gold,6000.0,2,0
32971997,8,53,M,Gold,6000.01,8,0
32973582,11,,F,Silver,1000.0,5,1
32973957,11,52,F,Tin,0.01,5,1
32976883,7,47,U,Tin,0.01,5,0
32977278,5,42,M,Gold,6053.35,5,0
32977898,5,48,U,Gold,6000.0,1,0
32978070,,59,,Silver,1085.91,11,0
32980899,11,45,,Tin,0.01,7,0
32981330,9,61,F,Tin,0.01,5,0
32981496,5,72,F,Silver,1000.0,6,0
32981623,11,48,F,Gold,11000.0,3,0
32982484,6,48,U,Tin,0.01,9,0
32983375,6,55,M,Silver,1000.0,1,0
32985416,4,46,M,Tin,0.01,8,0
32987230,10,61,F,Silver,5000.0,2,1
32987591,10,58,M,Silver,500.0,9,0
32988920,7,52,U,Platinum,25000.0,4,0
32989845,5,66,M,Gold,7070.21,8,0
32991815,12,54,F,Tin,0.01,5,0
32992315,10,36,M,Tin,0.01,5,1
32993427,16,58,F,Gold,6000.01,9,1
32993559,6,39,F,Tin,0.01,8,0
32996183,10,32,F,Silver,3000.0,4,1
32997074,8,30,F,Tin,0.01,7,1
32997384,12,54,,Gold,6000.0,2,0
32997724,9,42,F,Tin,0.01,5,0
33001541,10,43,F,Tin,0.01,8,1
33002459,11,61,M,Tin,0.01,5,0
33004141,21,39,M,Tin,0.01,4,1
33004842,5,57,M,Gold,6000.0,2,0
33005679,6,43,M,Tin,0.01,5,0
33005962,10,60,M,Gold,6240.0,11,0
33006942,10,51,F,Silver,1100.0,11,0
33009127,7,47,F,Gold,6000.0,1,1
33009348,12,44,F,Tin,0.01,8,1
33011121,5,78,,Silver,3052.66,8,0
33012365,7,50,F,Silver,960.0,5,0
33012985,6,,F,Gold,18000.0,3,0
33013612,10,35,F,Silver,100.01,8,1
33013850,5,72,,Gold,6000.0,1,0
33014651,5,69,F,Gold,6000.0,31,1
33017367,3,42,F,Tin,0.01,5,0
33017774,13,46,F,Tin,0.01,8,1
33018940,11,48,,Tin,0.01,4,0
33019793,17,32,M,Tin,0.01,8,1
33019998,,45,F,Gold,6000.0,1,0
33020279,3,54,M,Silver,5000.0,4,0
33022581,8,76,U,Gold,11000.0,2,0
33022913,8,44,U,Silver,4500.0,6,0
33024592,1,66,M,Silver,2000.0,9,0
33026471,4,72,M,Tin,0.01,8,0
33026765,7,55,M,Gold,11000.0,17,0
33028156,18,43,F,Gold,9000.0,8,1
33028199,7,64,,Gold,6000.0,1,0
33028750,4,42,F,Silver,1000.0,5,0
33029713,18,,M,Silver,50.01,8,1
33031866,7,64,F,Tin,0.01,9,0
33032200,10,73,M,Tin,0.01,5,0
33033605,11,56,M,Silver,480.0,0,0
33034156,13,56,M,Silver,3000.0,8,0
33035250,,41,M,Silver,50.0,10,0
33037180,6,,F,Gold,6000.0,2,0
33038402,10,40,M,Tin,0.01,7,0
33039093,14,,F,Gold,6500.0,15,0
33039352,9,54,F,Silver,1000.0,5,0
33039662,13,38,F,Tin,0.01,5,0
33046324,,48,F,Silver,2045.67,8,0
33046871,13,77,M,Gold,6000.0,1,0
33047452,9,64,F,Silver,219.91,12,0
33048629,7,65,F,Gold,11000.0,8,0
33050348,15,52,F,Silver,2000.0,5,1
33050658,,,M,Silver,300.0,11,0
33050950,13,31,M,Silver,2400.0,1,0
33052162,9,61,F,Silver,3000.0,6,0
33055048,13,40,F,Tin,0.01,6,0
33056400,6,78,F,Gold,6000.0,27,0
33056800,7,64,F,Silver,3000.0,1,0
33057962,6,45,F,Tin,0.01,8,0
33058969,15,72,F,Gold,9000.0,17,1
33059078,9,33,M,Tin,0.01,6,1
33065221,9,50,U,Tin,0.01,2,0
33066309,,61,,Silver,1000.0,5,0
33067674,4,79,,Gold,6000.0,2,0
33069014,10,79,F,Gold,15600.0,8,0
33069782,5,44,,Tin,0.01,5,0
33069995,17,,F,Tin,0.01,6,1
33072520,6,40,M,Tin,0.01,5,0
33073950,12,50,M,Gold,11000.0,8,0
33074379,5,74,U,Silver,1000.0,1,0
33077335,3,69,M,Gold,16000.0,25,1
33084552,11,38,F,Silver,2100.0,5,0
33086750,6,50,U,Tin,0.01,5,0
33089961,10,52,M,Silver,2400.0,3,1
33090749,13,48,M,Tin,0.01,5,0
33092180,12,65,F,Tin,0.01,7,0
33093233,13,51,,Platinum,20689.57,3,0
33095678,4,44,F,Silver,2000.0,1,1
33096607,5,61,F,Gold,20000.0,4,0
33097522,8,55,M,Silver,600.0,9,0
33103832,10,59,M,Gold,12105.32,7,0
33104944,10,72,U,Gold,6000.0,12,0
33105126,8,46,F,Silver,3000.0,3,0
33105738,8,76,U,Gold,15957.97,20,0
33106130,8,69,M,Gold,17000.0,5,0
33107897,10,75,F,Gold,9000.0,3,0
33108931,7,76,M,Silver,2017.94,6,0
33111436,4,52,M,Platinum,65000.0,2,0
33112483,12,40,F,Tin,0.01,9,1
33113064,9,66,F,Tin,0.01,10,1
33115229,7,27,F,Silver,420.0,1,1
33116713,11,73,F,Gold,6025.0,11,0
33116799,7,68,M,Gold,7500.0,4,0
33117027,11,43,,Silver,1000.0,9,1
33117671,9,,,Gold,12105.32,9,0
33117868,8,39,M,Tin,0.01,4,0
33118082,6,35,M,Tin,0.01,5,0
33119542,7,56,F,Gold,12140.78,7,1
33120540,,77,M,Silver,5000.0,14,0
33120745,6,50,M,Platinum,25000.0,4,0
33121911,16,46,F,Tin,0.01,5,1
33122489,7,78,F,Tin,0.01,9,0
33123876,3,51,M,Gold,6000.0,2,0
33127910,,66,M,Platinum,41475.0,8,0
33128428,7,47,F,Tin,0.01,6,0
33129190,12,72,F,Silver,1800.0,9,0
33133740,7,51,U,Gold,11000.0,7,0
33135190,11,57,M,Gold,5017.55,14,0
33136773,,59,M,Silver,3000.01,8,0
33138199,6,66,M,Silver,3450.0,8,0
33146663,9,29,F,Silver,1200.0,1,1
33147252,4,,U,Tin,0.01,8,0
33147805,6,58,F,Gold,5800.01,8,0
33150547,12,50,M,Gold,10000.0,4,0
33153520,7,55,,Silver,50.0,10,0
33154011,13,57,M,Gold,6000.0,4,0
33154780,11,37,F,Tin,0.01,4,1
33155409,15,69,,Gold,6000.0,1,0
33155689,7,68,M,Gold,12160.98,6,0
33156677,6,41,F,Gold,6053.34,3,0
33158130,4,56,F,Tin,0.01,8,0
33158866,7,47,F,Platinum,23508.88,3,1
33159137,12,37,M,Tin,0.01,8,1
33160135,8,32,M,Tin,0.01,,0
33162740,5,49,M,Silver,250.0,5,0
